,Deposit,DepositGroup,DepositType,Country,Region,Lat,Lon,Age_Ma,Age_Error_Ma,Age_Method,Age_Confidence,Ore_Tonnage_Mt,Cu_Grade_Percent,Cu_Tonnage_Mt,Tectonic_Setting,Source,References,Notes,Recon_Age_Ma,Age_Mod_Flag,Plate_ID
47,Mount Pleasant,Porphyry,Porphyry molybdenum,Australia,New South Wales,-32.86,149.71,328.0,2.3,Age of associated magmatic rock,3.0,16.0,,,,Huston_2024,Downes (1999); Vicary (1983); Barron et al. (1999); Downes (1999); Vicary (1983); Vicary (1983),"Cited age is the more precise of two overlapping Rb-Sr ages (Vicary, 1983). The Endowment includes only a pre-JORC mineral resource (Vicary, 1983). The Rb-Sr age cited has been calculated using the decay constant of Villa et al. (2015).",328.0,0,801
48,Unicorn,Porphyry,Porphyry molybdenum,Australia,Victoria,-36.34,147.98,412.0,1.3,Ore mineral,5.0,203.0,0.0827,0.1679,,Huston_2024,Dart Mining NL (2012); Hochwimmer and Turnbull (2010); Dart Mining NL (2012); Huston et al. (2021); Huston et al. (2021); Dart Mining NL (2012),Cited location is approximated centre of resource at surface. Endowment includes mineral resources only.,412.0,0,801
49,"Roseby (including Belford, Blackard, Caroline, Charlie Brown, Great Southern, Ivy Ann, Lady Clayre, Legend, Little Eva, Longamundi, Scanlan and Turkey Creek)",IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-20.22,140.14,1523.0,,District correlation,2.0,330.4,0.45,1.4892,,Huston_2024,Valenta (2019m); Valenta (2019m); ; Valenta (2019m),Endowment includes Cu-Au resources of 173.5 Mt grading 0.37% Cu and 0.07 g/t Au and gold resources of 156.9 Mt grading 0.54% Cu.,1523.0,0,801
50,SWAN,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-21.55,140.49,1520.0,1.0,Ore mineral,5.0,317.7,0.56,1.7791,,Huston_2024,"McGeough and Faulkner (2017); Valenta and Hinman (2018); Duncan et al. (2011, 2014); McGeough and Faulkner (2017); Valenta and Hinman (2018); Burnham et al. (in press); Duncan et al. (2011, 2014), Burnham et al. (in press); McGeough and Faulkner (2017)","The allanite age agrees with a Re-Os molybdenite age of 1515 ± 6 Ma (Duncan et al., 2011). Other molybdenite ages from that study, at 1358 ± 6 Ma and 1353 ± 5 Ma, are significantly younger. Endowment includes mineral resources only.",1520.0,0,801
51,Ernest Henry,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-20.44,140.7,1523.0,15.0,Geological relationships (see comments),4.0,166.0,1.1,1.826,,Huston_2024,"https://www.mindat.org/loc-191789.html (accessed July 2023); Twyerould (1997); Mark et al. (2004, 2006); Lilly et al. (2017); Valenta (2018b); Twyerould (1997); Mark et al. (2004, 2006); Lilly et al. 92017)","Cited age is constrained by TIMS titanite ages from pre-ore biotite-magnetite (1514 ± 24 Ma) and sodic-calcic (1529 +11/-8 Ma) alteration assemblages (Mark et al., 2006) and a 40Ar/39Ar age (1514 ± 6 Ma: Twyerould, 1997). It is consistent with a molybdenite Re-Os age of ~1525 Ma from a molybdenite vein near the ore zone (Mark et al., 2004). The supergene copper zone is interpreted as a paleo-supergene zone (Lilly et al., 2017). Endowment is after Lilly et al. (2017).",1523.0,0,801
52,Rocklands,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-20.68,140.36,1523.0,,District correlation,2.0,55.4,0.64,0.3546,,Huston_2024,Valenta (2019i); Valenta (2019i); ; Valenta (2019i),Cited age is that the Ernest Henry deposit. Endowment includes mineral resources at 30 June 2017 and excludes production up to that point of approximately 2 Mt of ore (exact production could not be determined from Australian Stock Exchange releases).,1523.0,0,801
53,E1,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-20.44,140.79,1523.0,,District correlation,2.0,48.1,0.72,0.3463,,Huston_2024,Case (2016); Valenta (2019h); Case (2016); Valenta (2019h); ; Valenta (2019h),Cited age is the age of the nearby Ernest Henry deposit. Case (2016) produced a laser ablation U-Pb age of monazite of 1456 ± 44 Ma from carbonate-apatite veins associated with abundant magnetite-apatite 250 m to the southwest of the E1 North orebody. The cited age is preferred as this monazite age has a very high uncertainty. Endowment includes mineral resources in 2010 prior to mining commencement. A supergene blanket developed at the unconformity between basement and overlying Mesozoic and Cenozoic basin.,1523.0,0,801
54,Mount Elliott (including Corbould and Corbould West),IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-21.54,140.5,1513.0,5.0,Ore mineral,5.0,41.2,1.16,0.503,,Huston_2024,"McGeough and Faulkner (2017); Valenta and Hinman (2018); Duncan et al. (2011, 2014); McGeough and Faulkner (2017); Valenta and Hinman (2018); Duncan et al. (2011, 2014); McGeough and Faulkner (2017)","Endowment includes production of 5.1 Mt grading 2.9% Cu and 1.5 g/t Au and mineral resources of 24.8 Mt grading 0.94% Cu and 0.50 g/t Au (Mount Elliott), and 11.3 Mt grading 0.86% Cu and 0.49 g/t Au (Corbould West). Metal production also includes production (1909-1919) of 24.8 kt Cu and 34,000 oz Au (McGeough and Faulkner, 2017).",1513.0,0,801
55,Kalman,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-21.05,139.97,1475.0,5.0,Ore mineral,5.0,20.0,0.61,0.122,,Huston_2024,https://www.mindat.org/loc-273386.html (accessed January 2024); Jones et al. (2012); Valenta (2019k); Jones et al. (2012); Valenta (2019k),Endowment includes mineral resources only.,1475.0,0,801
56,Kaiser Bill,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-18.53,144.04,1524.0,8.0,Ore mineral,5.0,18.5,0.83,0.1531,,Huston_2024,Geoscience Australia database; Consolidated Tin Mines Limited (2017); Lees and Buckle (2017); Huston et al. (2021); Consolidated Tin Mines Limited (2020),Mineralisation overprints peak metamorphic (1570 ± 20 Ma) fabrics. Endowment includes mineral resources only.,1524.0,0,801
57,Copper Blow,IOCG,Ernest Henry-type copper-gold,Australia,New South Wales,-32.13,141.51,1603.0,3.8,Alteration mineral,,12.5,0.7,0.0883,,Huston_2024,"Silver City Minerals Limited (2017, 2021); Silver City Minerals Limited (2017, 2021); J. Fitzherbert, pers. comm.; J. Fitzherbert, pers. comm.; Silver City Minerals Limited (2021)","Endowment includes production of 715 t Cu (1887-1937: Silver City Minerals Limited, 2017) and an exploration target of 10.5-14.5 Mt and 0.6-0.8% Cu, 0.13-0.23 g/t Au (Silver City Minerals Limited, 2021; midpoints used to estimate endowment). Cited age is the oldest age reported by Fitzhertbert et al. (in prep.); the total range in ages ranges from ca 1612 Ma to ca 400 Ma.",1603.0,0,801
58,Eloise,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-20.95,140.98,1522.0,11.0,Geological relationships (see comments),4.0,10.0,3.2,0.32,,Huston_2024,Valenta (2019c); Baker et al. (2001); Valenta (2019c); Baker et al. (2001); Valenta (2019c),"Cited age is midpoint of age range defined using Ar-Ar plateau ages. The maximum age is provided by pre-ore hornblende with an age of 1530 ± 3 Ma, and the minimum age is provided by 1514 ± 3 Ma muscovite in a post-ore shear zone. Endowment is an estimate by Minotaur Exploration Limited and cited by Valenta (2019c).",1522.0,0,801
59,Monakoff,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-20.63,140.69,1523.0,,District correlation,2.0,4.0,1.32,0.0528,,Huston_2024,https://www.mindat.org/loc-127294.html (accessed January 2024); Davidson et al. (2002); Exco Resources (2010); Williams et al. (2015); ; Davidson et al. (2002); Exco Resources (2010); Williams et al. (2015),"Endowment includes total resources prior to commencement of mining (Exco Resources, 2010).",1523.0,0,801
60,Great Australia,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-20.72,140.51,1523.0,,District correlation,2.0,2.1,1.54,0.0323,,Huston_2024,https://portal.ga.gov.au; Cannel and Davidson (1998); Melchiorre and Williams (2001); Exco Resources (2010); ; Exco (2010),"Endowment includes only total mineral resources in 2010 (Exco Resources, 2010), but mining of oxide ore between 1995 and 1999 produced 500 t of cathode copper per month (Melchiorre and Williams, 2001). Although Cannel and Davidson (1998) report acicular pseudomorphs as ""anhydrite"", no unambiguous anhydrite was identified.",1523.0,0,801
61,Einasleigh - big orebody,IOCG,Ernest Henry-type copper-gold,Australia,Queensland,-18.51,144.1,1396.0,,Ore mineral,3.0,1.1,2.9,0.0319,,Huston_2024,Geoscience Australia database; Evins et al. (2007); Consolidated Tin Mines Limited (2017); Lees and Buckle (2017); Sun et al. (1996a); Consolidated Tin Mines Limited (2017); Lees and Buckle (2017),"The cited molybdenite Re-Os age is supported by electron microprobe monazite ages of 1430-1400 Ma from ore-related alteration zones (Evins et al., 2007). Endowment includes production (1900-1924) of 0.14 Mt grading 6% Cu and mineral resources of 1.1 Mt grading 2.9% Cu, 13 g/t Ag and 0.15 g/t Au.",1396.0,0,801
62,Alford,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-33.88,137.74,1575.0,4.0,Ore mineral,5.0,,,,,Huston_2024,Skirrow et al. (2007); Skirrow et al. (2007),"Cited age is average of two replicate analyses of same samples, with uncertainties added in quadrature for combine uncertainty. The sample is a molybdenite-bearing quartz-pyrite vein that cuts biotite-albite-magnetite-altered wall rock.",1575.0,0,801
63,Carrapateena,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-31.22,137.5,1598.0,6.0,Ore-related mineral,4.0,134.0,1.5,2.01,,Huston_2024,Sawyer et al. (2017); Sawyer et al. (2017); Sawyer et al. (2017); Cave et al. (2024); Sawyer et al. (2017),"Supergene/oxide enrichment developed below unconformity between basement and the overlying Neoproterozoic Umbertana Group. Endowment includes mineral resources only. Detailed geochronology by Cave et al. (2024) confirmed the ~1590 Ma age of mineralisation using the U-Pb system in xenotime, apatite and hematite, and uncovered a late hydrothermal event at 500-600 Ma that precipitated uraninite.",1598.0,0,801
64,Hillside,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-34.54,137.87,1584.0,7.0,Ore-related mineral,4.0,337.0,0.6,2.022,,Huston_2024,Teale et al. (2017); Teale et al. (2017); Gregory et al. (2011); Teale et al. (2017),Age is that of allanite intergrowth with chalcopyrite. Endowment includes mineral resources only. Magnetite and pyrite are associated with pre-ore skarn and magnetite was replaced by hematite during the ore stage.,1584.0,0,801
65,Khamsin,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-31.18,137.41,1598.0,6.0,District correlation,3.0,202.0,0.6,1.212,,Huston_2024,OZ Minerals Limited (2014); OZ Minerals Limited (2014),Cited age is by analogy with the Carrapateena deposit. Endowment includes mineral resources only.,1598.0,0,801
66,Manxman B,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-29.63,135.43,1582.0,5.0,Ore mineral,5.0,,,,,Huston_2024,Belperio et al. (2007); Belperio et al. (2007); M Norman in Belperio et al. (2007),Very little information provided.,1582.0,0,801
67,Mawson,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-32.76,136.45,1581.0,9.0,Alteration mineral,4.0,,,,,Huston_2024,Reid et al. (2012); Reid et al. (2012); Reid et al. (2012),The cited age is consistent with a range of molybdenite Re-Os model ages ranging from 1604 ± 7 Ma to 1548 ± 7 Ma.,1581.0,0,801
68,Olympic Dam,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-30.44,136.87,1594.0,5.0,Ore mineral,5.0,10400.0,0.77,83.9,,Huston_2024,"Ehrig et al. (2017); Oreskes and Einaudi (1990); Reeve et al. (1990); Johnson and Cross (1995); Meffre et al. (2010); Ehrig et al. (2012, 2017); Ciobanu et al. (2013); Jagodzinski (2014); Apukhtina et al. (2017); Johnson and Cross (1995); Meffre et al. (2010); Ciobanu et al. (2013); Jagodzinski (2014); Apukhtina et al. (2017); Ehrig et al. (2017); http://portergeo.com.au/database/mineinfo.asp?mineid=mn001 (accessed January 2023)","The cited age is a uraninite age from Olympic Dam-like alteration at depth in the Roxby Downs Granite (Apukhtina et al., 2017). The age overlaps the age of the host Roxby Downs Granite (1593.5 ± 1.2 Ma: zircon SHRIMP U-Pb; Jagodzinski, 2014) and is supported by an age of 1584 ± 20 Ma from a felsic volcanic rock interpreted to be a peperite intruded into the mineralised breccias at Olympic Dam (Johnson and Cross, 1995) and a U-Pb and Pb-Pb ages of hematite of 1592 ± 15 Ma, 1590 ± 8 Ma and 1577 ± 5 ma (Ciobanu et al., 2013; Apukhtina et al., 2017). The cited ages are in contrast to much younger ages of ~1400 Ma to ~1200 Ma proposed by Meffre et al. (2010) based on pyrite Pb data. It is likely that significant disturbance or remobilisation has effect the ores post deposition. Endowment includes production of 3.8 Mt Cu, 0.53 kt (17 Moz) Ag, 59.1 t (1.9 Moz) Au and 81 kt U3O8 and total mineral resources at 30 June 2016 of 10,400 Mt at 0.77% Cu, 250 ppm U3O8, 1 g/t Ag and 0.32 gt Au (Ehrig et al., 2017). The lanthanide oxide grades were determined using La and Ce grades of 0.17% and 0.25%, respectively (http://portergeo.com.au/database/mineinfo.asp?mineid=mn001; accessed January 2023), and unweighted averages of La/Ce for ore types with over 0.3% Cu as tabulated in Ehrig et al. (2017). The estimated La grades were then converted to La oxide grades. The endowment of the lanthanides were estimated using the total mineral resource at 30 June 2016 and do not contain lanthanides contained in production prior to that date. It must be stressed here that the estimated grades for individual lanthanides are approximate and NOT code-compliant.",1594.0,0,801
69,Prominent Hill,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-29.72,135.58,1578.0,8.0,Geological relationships (see comments),4.0,297.9,0.93,2.7673,,Huston_2024,Williams et al. (2017); Belperio et al. (2007); Bowden et al. (2017); Williams et al. (2017); www.portergeoscience.com (accessed April 2020); Bowden et al. (2017); https://portergeo.com.au/database/mineinfo.asp?mineid=mn951,"The cited age range covers the range constrained by Bowden et al. (2017) to be between the ~1585 Ma age of a pre-ore granitoid and the ~1570 Ma age of alteration sericite. Copper-Au endowment includes mineral resources (in May 2008) prior to commencing mining. These include 283.4 Mt at 0.89% Cu, 0.81 g/t Au and 2.48 g/t Ag for the main deposit and 14.5 Mt at 1.69% Cu, 0.28 g/t Au, 3.7 g/t Ag for the Western Copper resource (https://portergeo.com.au/database/mineinfo.asp?mineid=mn951; accessed April 2020). Rare earth element endowment has not been determined. In the ore zone there is no magnetite; magnetite is present as magnetite skarn in the hanging wall to the deposit.",1578.0,0,801
70,Torrens,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-30.78,137.65,1575.0,11.0,Alteration mineral,4.0,,,,,Huston_2024,Skirrow et al. (2007); Skirrow et al. (2007); Skirrow et al. (2007),,1575.0,0,801
71,Vulcan,IOCG,Olympic Dam-type copper-gold-uranium,Australia,South Australia,-34.02,137.73,1586.0,3.0,Ore mineral,5.0,,,,,Huston_2024,Reid et al. (2013); Reid et al. (2013); Reid et al. (2013); Simpson et al. (2024),Cited age is the weighted mean of four separate molybdenite Re-Os ages. The associated isochron yielded an age of 1590 ± 12 Ma. Some copper was later remobilised in carbonate veins.,1586.0,0,801
72,Argo,IOCG,Tennant Creek-type copper-gold,Australia,Northern Territory,-19.67,134.22,1850.0,22.0,Alteration mineral,2.0,0.3,,,,Huston_2024,https://portal.ga.gov.au; Meade (1986); Compston and McDougall (1994); Kwon et al. (2002); Fraser et al. (2008); Donnellan (2013a); Compston and McDougall (1994); Donnellan (2013a),"Cited age has been recalculated from original data of Compston and McDougall (1994) using revised decay constants of Kwon et al. (2002). Endowment includes production only, with the grades cited the recovered grades.",1850.0,0,801
73,Chariot/Malbec West,IOCG,Tennant Creek-type copper-gold,Australia,Northern Territory,-19.65,134.1,1848.0,,Regional correlation,2.0,0.6,,,,Huston_2024,https://portal.ga.gov.au; Donnellan (2013a); ; Emmerson Resources (2021),"Endowment includes production and mineral resources, with the production grades cited the recovered grades.",1848.0,0,801
